labels	text	cls
O O B_UbuntuVersion I_UbuntuVersion L_UbuntuVersion	Upgrade to 12.04 64 bit	False
O O O O O O O O O	Is there software that can view .dwg files ?	True
O O O O O O O O O	UPNP / DLNA ( client ) player recommendations ?	True
O O O O O O O O O O	A light alternative to gnome - system - monitor ?	True
O O O O O O	My system does n't go shutdown	True
O O O B_Printer I_Printer I_Printer I_Printer L_Printer	Can not setup HP All in one DJ3630	False
O O O O O O O O O O	What is the command to open the shutdown dialog ?	True
O O O O O O O O O	How to Shut down Ubuntu by using keyboard ?	True
O O O O O O O O O O	What new games are available for Ubuntu in 2011 ?	True
O O O O O O O B_Printer I_Printer L_Printer O	How do I install drivers for a Konica Minolta 200 ?	False
O O O O O O B_UbuntuVersion L_UbuntuVersion O B_UbuntuVersion L_UbuntuVersion	Is there an upgrade procedure from 12.04 LTS to 14.04 LTS	False
O O O O O O O	What scientific plotting software is available ?	True
O O O O O O O	What 's the best Wireframing tool ?	True
O O O B_Printer L_Printer O O O O O	How to Install Brother DCP-8110DN Laser Printer on Ubuntu ?	False
O U_UbuntuVersion O U_UbuntuVersion O O O	Upgrade 12.04 to 12.10 using startup disk	False
O O O O B_UbuntuVersion L_UbuntuVersion O B_UbuntuVersion L_UbuntuVersion	How to upgrade from 16.04 LTS to 16.04.1 LTS	False
O O O O U_UbuntuVersion O U_UbuntuVersion	Can not upgrade from 12.04LTS to 14.04	False
O O O O O	Recommendation for Regex editor ?	True
O O O O O	shut down without extra question	True
O O O O U_SoftwareName O O O	What is a good MongoDB GUI client ?	False
O O O O O O O O O O O O O O	Can you recommend a good modern GUI download manager ( wget wrapper ? )	True
O O O O O O O O O O O O O	Wubi Device /dev / loop0 full . How to get more space ?	True
O O O O	shutdown 5:30pm every day	True
O O O O O O O O O	What to use to quickly cut Audio / Video	True
O O O O B_UbuntuVersion L_UbuntuVersion O U_UbuntuVersion O U_UbuntuVersion O O	How to upgrade from 14.04 LTS or 15.10 to 16.04 from terminal	False
O O O O O O O O O	What developer text editors are available for Ubuntu ?	True
O O O O	Ubuntu Shut down app	True
O O O O O O O	Please recommend a hex editor for shell	True
O O O O O U_UbuntuVersion O U_UbuntuVersion O O	Is any offline upgrade from 13.10 to 14.04 possible ?	False
O B_Printer L_Printer O U_UbuntuVersion	Install Canon MP560 Ubuntu 15.04	False
O U_UbuntuVersion O O O O O O O U_UbuntuVersion O	Using 12.04 can I compile packages with gcc for 10.04 ?	False
O O O O O O O O O O	What software can I use to view epub documents ?	True
O O O U_UbuntuVersion O U_UbuntuVersion	Upgrading Ubuntu Server 9.10 to 10.04	False
O O O O O O O O O O	What are some good GUI binary viewers / editors ?	True
O O O O O O O	Is there an SSH connection manager ?	True
O O O U_UbuntuVersion O U_UbuntuVersion	Upgrading from ubuntu 12.04 to 13.10	False
O O O O O U_UbuntuVersion O O O U_UbuntuVersion O	Do I need to uninstall 10.04 to upgrade to 12.04 ?	False
O O O O O U_UbuntuVersion O O O O	Ho do I update to 13.04 from the beta ?	False
O O O O O O O O O O U_SoftwareName O	Is there a project management software for Ubuntu like Microsoft Project ?	False
O O O O O O O O O O	How can I make shutdown not require admin password ?	True
O O O O O O O O O O	Which is the best PDF metadata viewer for Ubuntu ?	True
O O O O O B_Printer L_Printer	Can not install printer driver epson l210	False
O O O O U_UbuntuVersion O U_UbuntuVersion O O O O O O O O O	How to upgrade Ubuntu 12.04 to 14.04 if I have dual boot with windows 7 ?	False
O O O O	shutdown 5:30pm every day	True
O O O O B_UbuntuVersion L_UbuntuVersion O U_UbuntuVersion O U_UbuntuVersion O O	How to upgrade from 14.04 LTS or 15.10 to 16.04 from terminal	False
O O O O O O O O O O O O O O	Can you recommend a good modern GUI download manager ( wget wrapper ? )	True
O O O O O O O	Software to read a QR code ?	True
O O O O O B_Printer L_Printer O O	How do I install the HP F4280 printer ?	False
O O O U_UbuntuVersion O O U_UbuntuVersion	upgrading to Ubuntu 13.10 from Ubuntu 13.04	False
O O O O O O O O O	Tool for recovering deleted data from a flash drive	True
O O O O O U_UbuntuVersion O O O U_UbuntuVersion O	Do I need to uninstall 10.04 to upgrade to 12.04 ?	False
O O O O O O O O O	How to Shut down Ubuntu by using keyboard ?	True
O O U_UbuntuVersion O U_UbuntuVersion	Upgrading from 10.04 to 11.10	False
O O O O O O O O O	Is there any recovery software available for ext4 ?	True
O O O O O O O	What Is The Best HDR Software ?	True
O O O O O O O O O U_UbuntuVersion O U_UbuntuVersion O	Do I need to reinstall everything to upgrade from 13.10 to 14.10 ?	False
O O O O O O O	What blog editor software are available ?	True
O O O O B_Printer L_Printer O O O U_UbuntuVersion	How to Install a Canon MF8040Cn Printer on Ubuntu 12.04	False
O O U_UbuntuVersion O U_UbuntuVersion	Upgrading from 11.10 to 12.04	False
