labels	text	cls
O B_playlist I_playlist O B_entity_name I_entity_name I_entity_name I_entity_name I_entity_name O O	The ultimate 90s needs avant que l’ombre à bercy in it.	False
O B_object_select B_object_type B_rating_value B_rating_unit O O B_best_rating	Rate this novel 4 points out of 6	False
O O B_music_item O B_year	Play some chant from 1974	False
O B_service O O O B_genre	use Iheart to listen to retro	False
O O O B_object_select B_object_type B_rating_value B_rating_unit	I give this current novel 0 points	False
O O B_object_name I_object_name I_object_name I_object_name B_object_type	Find the Pop Has Freed Us saga	False
O O B_object_name I_object_name B_object_type	Find the Another Ticket game	False
O O O O B_artist I_artist O B_playlist_owner B_playlist I_playlist O	I want to put roberto valverde into my Ultra Metal list	False
O O B_cuisine B_restaurant_type O B_country I_country I_country I_country I_country	book a southeastern restaurant in Heard Island and McDonald Islands	False
O O B_object_name I_object_name I_object_name	What is Marty Stuart discography	False
O O B_music_item O B_playlist I_playlist I_playlist	add this artist to FIFA 17 Soundtrack	False
O O B_playlist I_playlist O O B_entity_name O B_playlist_owner O	Go to cali fire and add refrain to my playlist	False
O B_timeRange I_timeRange I_timeRange O O O O O O B_state B_restaurant_type	On june 27, 2026 I'd like to go to a Delaware gastropub	False
O O O O O O B_condition_description O B_city O B_country	I need to know if its humid in Greenback in Mongolia	False
O O O O O O O B_year O B_artist I_artist O B_service I_service	I want to hear something from the nineties by Alissa Musto on Groove Shark	False
O O O O B_city I_city B_country	What's the forecast for East Sonora Qatar	False
O B_object_name I_object_name I_object_name O B_rating_value O O B_best_rating	mark The Final Battle score two out of 6	False
O O B_restaurant_type O B_party_size_number O B_sort B_city B_state	book a restaurant for 2 at top-rated Hoonah TN	False
O B_restaurant_name I_restaurant_name I_restaurant_name I_restaurant_name O B_party_size_number O B_city	book The Fry Bread House for seven in Olive	False
O O O O B_condition_description O B_state	Tell me if it'll blizzard in KS	False
O O O B_object_type I_object_type O B_object_name I_object_name	Look up the television show called Monster Mash	False
O O B_artist I_artist B_music_item O B_playlist I_playlist I_playlist	Add this marilyn manson tune to Latin Party Anthems	False
O O O O O O B_object_type B_object_name I_object_name I_object_name	I want to listen to the song Only the Greatest	False
O O O B_object_part_of_series_type O B_object_name I_object_name I_object_name I_object_name O B_rating_value O B_best_rating B_rating_unit O	I rate the chronicle , Son of the Tree with four of 6 points .	False
O O O O O B_year O	Play some music from the thirties .	False
O B_object_name I_object_name I_object_name I_object_name I_object_name B_rating_value B_rating_unit O O B_best_rating	Rate The Secret of Dr. Honigberger 2 points out of 6	False
O O O O O O B_object_type I_object_type B_object_name I_object_name I_object_name	Can you help me find the television show Women and Death	False
O B_restaurant_name I_restaurant_name B_spatial_relation B_state O B_party_size_description I_party_size_description I_party_size_description O	Book Coney Island neighboring VA for marina and I .	False
O O O O O B_party_size_number O B_country	Book me a reservation for 10 in Oman	False
O O B_artist I_artist O O B_playlist I_playlist I_playlist I_playlist O	Add some Beatmaster V to the This Is Nicky Jam playlist.	False
O B_track I_track I_track I_track O B_artist O	Play Used To Love Her by Dara .	False
O O O O O B_party_size_number O B_state	I need a reservation for ten in Wisconsin	False
O B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name B_rating_value B_rating_unit	rate New History of the Five Dynasties 1 points	False
O O B_sort O O B_year B_music_item O	play a popular sort of fifties tune music	False
O O B_object_type I_object_type B_object_name I_object_name	play the video game The Sparrow	False
O O O B_spatial_relation B_object_location_type I_object_location_type O B_movie_name I_movie_name I_movie_name O	What is the nearest movie theatre playing Kate y Leopold ?	False
O B_movie_type I_movie_type O O B_timeRange B_spatial_relation I_spatial_relation I_spatial_relation	What animated movies are playing now in the neighborhood	False
O O O O O B_party_size_number O B_country O O O O O B_restaurant_name I_restaurant_name O B_timeRange I_timeRange I_timeRange O	I have a party of four in Japan and need a reservation at Rimsky-Korsakoffee House on Aug. the 3rd .	False
O O O O O B_party_size_number O B_city B_state I_state	I want a table for eight in Yakima Rhode Island	False
O O O O O B_object_name I_object_name	Where can I find the JKT48 School	False
O O B_music_item B_track I_track I_track I_track I_track O B_artist I_artist	play the song Si No Te Hubiera Conocido by Haidar Salim	False
O O O O B_artist O O O O B_year O B_service	I want to hear Sebastian 's songs from the thirties on Youtube	False
O B_artist I_artist O B_playlist_owner B_playlist	Add irving berlin to my dishwashing	False
O O B_object_type O B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name O	Find a game called The Life and Loves of Tschaikovsky .	False
O O O O B_restaurant_name I_restaurant_name I_restaurant_name O B_timeRange I_timeRange I_timeRange	Book a reservation for The Training Table on Mar. thirteenth, 2026	False
O O O O O B_restaurant_type O O B_spatial_relation B_city O B_timeRange I_timeRange	I'd like to eat a restaurant in or nearby Pelahatchie at 12 o'clock	False
O O B_object_name I_object_name B_object_type	Search for Big Ideas painting	False
O B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name B_object_part_of_series_type B_rating_value B_rating_unit	Rate The Astonishing Life of Octavian Nothing, Traitor to the Nation, Volume II: The Kingdom on the Waves series 2 points	False
O O B_condition_description O B_city B_country	Will it storm in Kinder Russia	False
O O O O O B_restaurant_type O B_facility	book a spot at a steakhouse with internet	False
O B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name O	Find Trust in the Lord – Live Worship with Don Moen .	False
O O B_music_item O O B_playlist I_playlist I_playlist I_playlist O	add this tune to the Deep Dark Indie Folk playlist	False
O O O B_object_name I_object_name	is there a Chinese Wikipedia	False
O O O O O B_object_type I_object_type B_object_name I_object_name I_object_name I_object_name I_object_name	Where can I watch the television show You Make Me Hate Music	False
O O B_spatial_relation O O B_movie_name I_movie_name I_movie_name I_movie_name O O B_object_location_type	find the closest showing of The Taste of Others at a cinema	False
O O O B_artist I_artist	play music by Rodney Whitaker	False
O B_entity_name I_entity_name I_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist O	Add la jaula de oro to my Evening Commute playlist	False
O O O O B_condition_temperature O B_city I_city O B_country	When will it be warmer in White Horse , Mauritius	False
B_object_select B_object_type O O B_rating_value O O B_best_rating O O O	this book gets a 1 out of 6 rating from me.	False
O B_entity_name I_entity_name I_entity_name I_entity_name O B_playlist I_playlist	Add Roots of the Outsiders to Blues Roots	False
O O O O O O B_artist I_artist	Can you play some music by andrew diamond	False
O O O B_artist I_artist B_music_item O	Play the last Wellman Braud album relaesd	False
O O O O B_object_name I_object_name I_object_name I_object_name I_object_name B_object_type I_object_type O	Please get me the Before Crisis: Final Fantasy VII television show .	False
O O B_restaurant_name O B_city	Where is Chips in Crouch	False
O O O O B_movie_name I_movie_name I_movie_name I_movie_name I_movie_name B_timeRange I_timeRange I_timeRange I_timeRange	I want to watch Fist of the North Star 1 minute from now	False
O B_artist I_artist O B_playlist_owner B_playlist I_playlist O	Add Nicole Mitchell to my Soul Revived list	False
O B_object_type I_object_type O B_location_name I_location_name	find movie schedule in Pacific Theatres	False
O B_object_name I_object_name I_object_name	Find Make Your Play	False
O O O O O O O O B_party_size_number O B_city B_state	I'd like to eat with a party of nine in Snapfinger PA	False
O B_location_name I_location_name O B_movie_type	find Cinemark Theatres with films	False
O B_movie_type I_movie_type O O B_timeRange I_timeRange I_timeRange O O B_spatial_relation B_object_location_type I_object_location_type	What animated movies are playing in thirteen hours at the closest movie theatre	False
O B_city B_country I_country O B_condition_temperature O	is Agnew United States has chilly weather	False
O O O O B_object_type I_object_type O B_location_name I_location_name O	I want to see movie schedules at Plitt Theatres .	False
O O B_object_select B_object_type B_rating_value O O B_best_rating B_rating_unit	Rate this current essay 1 out of 6 points	False
O B_movie_type I_movie_type O O O B_location_name I_location_name O	What animated movies are playing at Dipson Theatres ?	False
O O O B_condition_temperature O B_city O	Will it be warm in Hematite ?	False
O O O O O B_object_select B_object_part_of_series_type O B_rating_value	I want to rate the current chronicle a two	False
O B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name O O B_object_type	find Blood Moon: Year of the Wolf , a movie	False
O O O O O O O O O B_city O B_timeRange O	Let me know how the weather will be in Rainelle at night .	False
O O O O O B_restaurant_type O B_city I_city B_state O O O O B_party_size_number	I need to book a pub in Cammack Village Wyoming for a party of seven	False
O B_location_name I_location_name O B_movie_name I_movie_name I_movie_name I_movie_name	find Dickinson Theatres showing From Bondage to Freedom	False
O O O B_condition_temperature O B_country	Will it be colder in Åland	False
O B_object_name I_object_name I_object_name I_object_name B_rating_value B_rating_unit O	Rate An Act of Terror 2 stars .	False
O O B_artist I_artist B_music_item	Play a Mike Osborne song	False
O O B_artist B_music_item O O B_playlist I_playlist I_playlist I_playlist O	put this Kes song on the feel good indie rock playlist	False
O O B_object_type I_object_type O B_object_name I_object_name I_object_name I_object_name	find a TV show called Engaged to the Unidentified	False
O O O B_movie_name I_movie_name O	What time is Hitman City playing	False
O B_artist I_artist B_track I_track I_track	Play Leanne Dobinson Right To Dream	False
O O O B_condition_description O B_spatial_relation B_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi	Will it be stormy in distant Holly River State Park	False
O O O B_movie_name I_movie_name O	what time is The Rocketeer showing	False
O O B_music_item O B_playlist I_playlist	Add a song to ultimate indie	False
O B_artist I_artist O B_playlist_owner O B_playlist I_playlist	add erik santos in my playlist Metal Xplorer	False
O B_artist O B_service	Play Kisaki on Pandora	False
O O O B_object_type O B_object_name I_object_name I_object_name	I want a photograph of Elizabeth the Queen	False
O O O B_condition_temperature B_spatial_relation O O B_country O	Will it get hotter far away in Afghanistan ?	False
O O O O B_object_type B_object_name I_object_name I_object_name	I'm looking for the show Pulse 2: Afterlife	False
O O O O O B_country I_country B_timeRange I_timeRange I_timeRange	What's the weather in the Marshall Islands in sixteen hours	False
O O B_object_name I_object_name I_object_name I_object_name I_object_name O B_object_type I_object_type	show creativity Cum On Feel the Noize the video game	False
O O O O O O B_cuisine B_restaurant_type O B_party_size_number	I would like to book a goan restaurant for 8	False
O O O O O B_music_item O O B_playlist O	I wish to add this album to the dinner playlist	False
O B_object_type B_object_name I_object_name I_object_name O O B_rating_value B_rating_unit O O O	The book History by Contract is rated five stars in my opinion.	False
O O O O O B_timeRange I_timeRange I_timeRange I_timeRange I_timeRange I_timeRange O B_state	Tell me the weather forecast in 4 years and a half in GA	False
O O O O O B_country	whats the weather forecast in Nicaragua	False
O O O O O B_party_size_number O O B_restaurant_type	I need a reservation for four at a bar	False
O O O O O B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name I_object_name B_object_type O	Can you please find me The Biggest Loser Brunei: The Spirit of Life photograph ?	False
O O B_object_select B_object_type B_rating_value B_rating_unit	rate the current essay 2 stars	False
O O O O O B_restaurant_type O B_timeRange O O B_state	I need to book a restaurant at supper time in IL	False
O O O B_music_item O B_year O O O	Give me an album from 1972 to listen to.	False
O O O O O B_object_type O O B_object_name I_object_name I_object_name O	Do you know of a song by the Mande Studies Association ?	False
O O B_object_type I_object_type O B_location_name I_location_name O	Find the movie schedule at Malco Theatres .	False
O O B_music_item O B_playlist I_playlist I_playlist	add this album to rock en español	False
O O O B_object_select B_object_type O B_rating_value	I give the current essay a two	False
O O O O O O B_timeRange I_timeRange I_timeRange O B_state O	I want to book a restaurant in 40 weeks in Iowa .	False
O O B_music_item O B_playlist_owner B_playlist I_playlist O	Add the tune to my Epic Classical playlist.	False
O O O O O B_party_size_number O O B_restaurant_type O O B_timeRange O	I want a table for 2 at a restaurant late at night .	False
O O B_object_type I_object_type B_object_name I_object_name I_object_name I_object_name	play the television show Tears Laid in Earth	False
O O O B_object_type I_object_type	What are the movie schedules	False
O O B_artist I_artist B_music_item	play the Gary Chaw album	False
O O B_object_type O B_object_name I_object_name I_object_name I_object_name O	Find an album called The Aboriginal Port Folio .	False
O B_object_type I_object_type O B_location_name I_location_name	show movie schedules at Megaplex Theatres	False
O O O O B_movie_name I_movie_name I_movie_name I_movie_name	when can i see We and Our Mountains	False
O O B_restaurant_type O O O O B_party_size_number O B_country O B_timeRange	Book a restaurant for a party of 7 in Paraguay on Saturday	False
O O B_object_type I_object_type O B_object_name I_object_name O	Find a video game called Merry Andrew .	False
O O O O O B_restaurant_type O O B_party_size_number O	I want to book a churrascaria restaurant for ten people.	False
O O O B_condition_temperature B_timeRange I_timeRange O B_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi	was the weather colder last August at Stunt Ranch Santa Monica Mountains Reserve	False
O O O O O O B_timeRange I_timeRange I_timeRange I_timeRange O B_geographic_poi I_geographic_poi I_geographic_poi I_geographic_poi	What will the weather be like 1 second from now in Pugu Hills Forest Reserve	False
O O B_music_item O B_playlist I_playlist O	Add this artist to Reggae Classics playlist	False
O O O O B_party_size_description I_party_size_description I_party_size_description O B_served_dish O O B_restaurant_type	book a table for me and belinda serving minestra in a bar	False
O O B_restaurant_type O O B_party_size_description I_party_size_description I_party_size_description I_party_size_description O B_timeRange I_timeRange I_timeRange O	Make a restaurant reservation for me and my son at twenty three o'clock .	False
O B_artist I_artist O B_music_item	play Victoria Banks 's album	False
O B_object_name I_object_name I_object_name I_object_name O B_rating_value	rate Mandela: The Authorised Biography a one	False
O O B_restaurant_type O B_party_size_number	book a restaurant for one	False
O B_object_select B_object_part_of_series_type B_rating_value O B_best_rating B_rating_unit	Rate this chronicle three of 6 stars	False
O O O O O B_party_size_number O O B_restaurant_name I_restaurant_name I_restaurant_name I_restaurant_name O	I need a booking for seven people at Metropolitan Museum of Art .	False
O O B_object_select B_object_type B_rating_value O O B_best_rating	Rate my current novel 3 out of 6	False
O O O O O O B_current_location I_current_location	What is the weather for my current place	False
O B_track O B_artist I_artist	play Wow by Jon Theodore	False
O O O O B_party_size_number O O O B_restaurant_type O B_city I_city	Please book reservations for 3 people at a restaurant in Alderwood Manor	False
O O O O B_object_type I_object_type	What are the local movie times	False
O O O O O B_object_name I_object_name I_object_name I_object_name I_object_name	look for the creative work The Testament of Gideon Mack	False
O O B_restaurant_name I_restaurant_name I_restaurant_name I_restaurant_name O B_state O B_party_size_number O	Book the Dunbrody Country House Hotel in NE for 8 people.	False
O B_entity_name O B_playlist_owner B_playlist I_playlist I_playlist I_playlist	add hopeful to my this is enrique iglesias	False
O B_artist I_artist I_artist O B_playlist I_playlist	put A L Lloyd on gaming anthems	False
O O O O O O B_city I_city O	What will the weather be in Deer River ?	False
O O O O O O O B_genre I_genre O	Can I listen to music from the Easy Listening genre?	False
O O B_playlist O O B_service O	Play my funtime playlist on lastfm .	False
O O O O B_music_item O O B_year	I'd like to hear chant songs from nineties	False
O B_entity_name I_entity_name I_entity_name I_entity_name O B_playlist I_playlist	put coming back to life onto winter music	False
O B_movie_type O B_spatial_relation I_spatial_relation	what movies are close by	False
O O B_object_select B_object_type O O O O B_rating_value B_rating_unit	I think this essay is only good for one stars	False
O O B_object_type I_object_type O B_object_name I_object_name	find a TV show called Perfect Chemistry	False
O B_artist I_artist O B_playlist I_playlist	Add naseer shamma to piano chill	False
O O O O O B_object_name I_object_name B_object_type	I need to find the So Nice soundtrack	False
O O O O B_restaurant_name B_timeRange I_timeRange I_timeRange O B_city	Book a table at T-Rex in one minute in Osierfield	False
O O B_music_item O B_playlist I_playlist I_playlist	add a tune in women of classical	False
O O B_object_type I_object_type O B_object_name I_object_name I_object_name O	Find a TV show called The Ambient Collection .	False
O O O B_music_item O B_service	Play me a song on Pandora	False
O B_object_name I_object_name	find Boyish Story	False
O O O B_object_type B_object_name I_object_name I_object_name I_object_name	Show me the picture Written in the Stars	False
O O O O O B_country	What is the weather for Yemen	False
O O B_sort O O B_artist I_artist O B_service	Play the best sort by Jan Robbe on pandora	False
O B_entity_name I_entity_name I_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist I_playlist O	add Of Rivers and Religion to my sexy as folk playlist	False
O O O B_condition_temperature B_current_location O	Will it get chillier here ?	False
O O B_sort B_artist O O B_service	play the last Rocko music with deezer	False
O B_object_select B_object_type B_rating_value B_rating_unit	rate this textbook four stars	False
O O O B_entity_name I_entity_name O B_playlist I_playlist I_playlist I_playlist	Can you add Honey Hush to hits of the 60s	False
O O B_music_item O B_playlist_owner B_playlist I_playlist O	Add this tune to cristina's endorphin rush playlist	False
O B_music_item O B_playlist O	add track to dance playlist	False
O B_timeRange I_timeRange O O O O O B_party_size_description I_party_size_description I_party_size_description I_party_size_description O B_restaurant_name I_restaurant_name O	at two am , I need reservations for my friends and I at Irma Hotel .	False
O B_track I_track I_track O	Play Fight On, State .	False
O O O O O O O O B_spatial_relation B_restaurant_type	I need to book a table at a nearby restaurant	False
O O O B_playlist I_playlist I_playlist O	Play the playlist Feel Good Dinner .	False
O B_rating_value O O B_best_rating B_rating_unit O B_object_name I_object_name I_object_name	give zero out of 6 points to The False Peace	False
O O O O O O O O B_object_name I_object_name	I am looking for a creative work called Something Warm	False
O O O O B_object_type B_object_name I_object_name	I'm looking for the movie White Unicorn	False
O O O O O B_party_size_number O B_timeRange I_timeRange I_timeRange I_timeRange	I need a table for ten on april the eighteenth, 2030	False
O O B_music_item O B_playlist_owner B_playlist I_playlist O	Add another tune to my Pumping Iron playlist.	False
O O O O B_spatial_relation I_spatial_relation O B_current_location I_current_location	what is the weather not far from current position	False
O O O B_artist I_artist O O B_album I_album I_album I_album I_album B_music_item O B_service I_service	Lets hear some Dawood Sarkhosh from their The Power Of Your Love album from Groove Shark	False
O B_movie_type O O O O B_spatial_relation B_object_location_type I_object_location_type O	What movies are scheduled at the nearest movie theatre ?	False
O O B_music_item B_artist I_artist O B_playlist_owner B_playlist I_playlist O	add the artist Todd Snider to my Electro Latino playlist	False
B_object_select B_object_type O O B_rating_value O B_best_rating O	this album deserves a 0 of 6 possible	False
O O O O O B_year O B_artist I_artist	play some songs from the fourties by yoshiki fukuyama	False
O B_object_select B_object_type B_rating_value B_rating_unit O	Rate this novel 1 points .	False
O O O O O O B_served_dish I_served_dish B_restaurant_type B_timeRange I_timeRange I_timeRange	I want to eat at a pickled cucumber brasserie in 12 months	False
O B_object_type I_object_type O B_spatial_relation I_spatial_relation B_movie_type O	Find movie schedules for close by films .	False
O O O O O O B_city B_state B_timeRange	What is the weather like in Midfield Iowa today	False
O O O B_movie_name I_movie_name I_movie_name I_movie_name I_movie_name I_movie_name O O	What time will In the Name of the Son be playing?	False
B_rating_value O O O B_object_select B_object_type	1 point for this next textbook	False
O O B_object_name I_object_name I_object_name I_object_name B_object_type	Look up The Collection Volume One novel	False
O O O O B_party_size_number O O B_restaurant_type O B_state	book a spot for one at a restaurant in ID	False
O B_object_select B_object_type O B_rating_value O O B_best_rating O	Give this essay a 2 out of 6 .	False
O B_entity_name I_entity_name O O O O B_playlist I_playlist	add falling upstairs to the playlist named chill out	False
O B_track I_track I_track I_track O B_artist I_artist O B_service	Play Seasons In The Sun by Rosco Gordon on iheart	False
O O O B_condition_description O B_timeRange I_timeRange O B_city	Will there be rainfall at one PM in Catahoula	False
O B_artist I_artist I_artist O B_playlist I_playlist I_playlist	add kjetil vidar haraldstad to listas de éxitos	False
O O O O B_condition_temperature O B_city O	Will it be getting colder in Sahuarita ?	False
O O O B_condition_description O B_state O	Will there be snowfall in KY ?	False
O B_object_select B_object_type B_rating_value B_rating_unit	Rate this book three points	False
O O B_music_item O B_artist I_artist O B_playlist_owner B_playlist I_playlist I_playlist I_playlist O	add a track by Big Sha to my This Is Miranda Lambert playlist	False
O B_service O O B_album I_album	Open Itunes and play Bad Attitude	False
O O B_movie_type I_movie_type O B_location_name I_location_name O	Find me animated movies at Amco Entertainment tomorrow	False
O O O O B_party_size_number O O B_cuisine B_restaurant_type B_spatial_relation B_country	I want tables for 6 at a kosher steakhouse around Kosovo	False
O O B_object_type I_object_type	find the movie schedules	False
O O O O B_state B_timeRange I_timeRange I_timeRange I_timeRange I_timeRange O	What's the forecast for AL twenty one minutes from now ?	False
O O B_object_type I_object_type O B_location_name I_location_name I_location_name O	Find the movie times for North American Cinemas .	False
O B_year O O O O B_service	play twenties music off of my Itunes	False
O O O O O O B_party_size_number O O O B_facility O B_restaurant_type B_spatial_relation I_spatial_relation I_spatial_relation O O B_poi I_poi I_poi I_poi	Can you book a table for eight people at a spa type restaurant within walking distance of the Metropolitan Borough of Lambeth	False
O B_entity_name O B_playlist_owner B_playlist I_playlist I_playlist O	Add unreachable to my wine & dine playlist.	False
O O B_cuisine B_restaurant_type O B_state I_state B_spatial_relation I_spatial_relation O O B_timeRange I_timeRange I_timeRange I_timeRange O	Book a hawaiian diner in South Carolina not far away in 1 second from now .	False
O B_entity_name O B_playlist_owner B_playlist I_playlist I_playlist O	add GodMusic to my latin dance cardio playlist	False
O B_object_name I_object_name I_object_name I_object_name I_object_name I_object_name B_object_type	Find The International Journal of Robotics Research soundtrack	False
O B_service O O O B_year O	use Slacker to listen to seventies music	False
O O O O B_object_type O B_object_name I_object_name	I'm looking for a picture titled Rock Painting	False
O O O O O B_restaurant_name I_restaurant_name O B_city I_city	I need a reservation for Roscoff Restaurant in Valley Mills	False
O O B_object_select B_object_type B_rating_value O B_best_rating B_rating_unit	Give the current essay 5 / 6 stars	False
O B_service I_service O O B_music_item I_music_item O B_artist I_artist	Open Groove Shark and play sound track from Dj Cameo	False
O O O B_object_type B_object_name I_object_name I_object_name	Go to the photograph The Inflated Tear	False
O O B_timeRange I_timeRange I_timeRange O B_country	Weather for apr. the thirteenth in Djibouti	False
O O O B_object_name I_object_name I_object_name O O O B_rating_value O O O O O B_best_rating	I would rate Tree of Smoke a value of two or a best rating of 6	False
O O O B_object_select B_object_type B_rating_value O O B_best_rating B_rating_unit O	I give the last textbook one out of 6 points .	False
O O O O B_party_size_number O O B_state O	Book a table for nine people in NJ .	False
O O B_music_item O B_artist I_artist O B_playlist I_playlist	Add this track by horace andy to acoustic soul	False
O B_object_location_type I_object_location_type O O B_movie_name I_movie_name B_timeRange I_timeRange I_timeRange I_timeRange	What movie theatre is palying The Hurricane five hours from now	False
O B_service	Play Zvooq	False
O B_artist I_artist O O B_playlist O	Add michael wittig to the party playlist.	False
O O O B_object_type B_object_name I_object_name I_object_name I_object_name	Show me the picture Batman: The Long Halloween	False
O O B_object_select B_object_type O B_rating_value B_rating_unit	Rate the current essay a three points	False
O B_entity_name I_entity_name O B_playlist_owner B_playlist I_playlist I_playlist O	Add Banana Republic to my this is puccini playlist	False
O O O B_object_type I_object_type O B_movie_type I_movie_type B_spatial_relation I_spatial_relation I_spatial_relation	I want the movie schedule for animated movies in the area	False
O O O O O B_object_name I_object_name I_object_name B_object_type	I'd like to find the Days of Glory saga	False
O O B_object_part_of_series_type B_object_name I_object_name I_object_name B_rating_value O O B_best_rating B_rating_unit	rate the saga In Mortal Hands five out of 6 stars	False
O B_object_name I_object_name I_object_name I_object_name B_rating_value O O B_best_rating	Rate From a Buick 8 0 out of 6	False
O O O O B_rating_value B_rating_unit O O B_best_rating O B_object_name I_object_name I_object_name I_object_name O	I wish to rate zero points out of 6 to The Crack in Space .	False
O O O O O B_state O B_timeRange I_timeRange O B_restaurant_name I_restaurant_name I_restaurant_name I_restaurant_name	Make me a reservation in Colorado at nine am at National Cash Register Building	False
O B_object_name I_object_name B_rating_value B_rating_unit	rate Galactic Pot-Healer two points	False
O O O O O B_object_type B_object_name I_object_name I_object_name O	I want to view the picture In Old Monterey .	False
O O O O O B_country	what is the forecast for Niger	False
O B_object_name I_object_name I_object_name B_rating_value B_rating_unit	Rate The Starship Trap 5 stars	False
O O O O O O B_sort B_restaurant_type	I'd like to eat at the best restaurant	False
O B_object_name I_object_name I_object_name I_object_name B_rating_value O O B_best_rating B_rating_unit	give The Council of Dads 1 out of 6 stars	False
O B_music_item O B_artist	play chant by Prurient	False
